episode,reward,success,turn
2486,0.86,1,8
2487,1.05,1,6
2488,1.05,1,6
2489,1.05,1,6
2490,1.05,1,6
2491,1.06,1,7
2492,1.06,1,7
2493,1.04,1,5
2494,1.06,1,7
2495,0.44999999999999996,1,9
2496,1.06,1,7
2497,0.45999999999999996,1,10
2498,1.06,1,7
2499,0.6599999999999999,1,9
2500,1.05,1,6
2501,0.6499999999999999,1,8
2502,1.05,1,6
2503,1.05,1,6
2504,-1.74,0,11
2505,1.05,1,6
2506,1.06,1,7
2507,1.05,1,6
2508,1.06,1,7
2509,1.04,1,5
2510,1.06,1,7
2511,1.04,1,5
2512,-1.74,0,11
2513,1.03,1,4
2514,1.05,1,6
2515,1.05,1,6
2516,0.45999999999999996,1,10
2517,1.06,1,7
2518,0.85,1,7
2519,1.06,1,7
2520,1.03,1,4
2521,0.84,1,6
2522,1.05,1,6
2523,1.06,1,7
2524,1.04,1,5
2525,1.06,1,7
2526,1.05,1,6
2527,0.86,1,8
2528,1.05,1,6
2529,1.05,1,6
2530,0.86,1,8
2531,1.06,1,7
2532,1.05,1,6
2533,1.05,1,6
2534,1.06,1,7
2535,1.05,1,6
2536,1.05,1,6
2537,1.06,1,7
2538,1.04,1,5
2539,1.06,1,7
2540,-1.74,0,11
2541,0.86,1,8
2542,0.66,1,9
2543,-1.74,0,11
2544,1.06,1,7
2545,0.85,1,7
2546,0.25,1,10
2547,1.06,1,7
2548,-1.74,0,11
2549,1.06,1,7
2550,1.06,1,7
2551,1.06,1,7
2552,1.06,1,7
2553,1.05,1,6
2554,1.04,1,5
2555,0.86,1,8
2556,1.05,1,6
2557,1.05,1,6
2558,1.06,1,7
2559,1.06,1,7
2560,1.06,1,7
2561,1.06,1,7
2562,1.05,1,6
2563,-2.16,0,11
2564,1.04,1,5
2565,0.86,1,8
2566,-1.74,0,11
2567,1.04,1,5
2568,1.05,1,6
2569,0.85,1,7
2570,0.85,1,7
2571,-1.95,0,11
2572,0.45999999999999996,1,10
2573,-1.74,0,11
2574,-1.74,0,11
2575,1.05,1,6
2576,1.06,1,7
2577,0.25,1,10
2578,0.65,1,8
2579,0.64,1,7
2580,0.25,1,10
2581,1.05,1,6
2582,1.04,1,5
2583,1.05,1,6
2584,0.86,1,8
2585,-1.74,0,11
2586,0.6599999999999999,1,9
2587,1.06,1,7
2588,0.6599999999999999,1,9
2589,1.06,1,7
2590,0.86,1,8
2591,1.03,1,4
2592,0.66,1,9
2593,0.85,1,7
2594,1.06,1,7
2595,1.04,1,5
2596,1.06,1,7
2597,0.6599999999999999,1,9
2598,-1.74,0,11
2599,0.040000000000000036,1,10
2600,1.04,1,5
2601,1.06,1,7
2602,0.85,1,7
2603,1.04,1,5
2604,1.04,1,5
2605,1.04,1,5
2606,0.44999999999999996,1,9
2607,0.84,1,6
2608,0.86,1,8
2609,1.05,1,6
2610,0.85,1,7
2611,0.6599999999999999,1,9
2612,1.05,1,6
2613,1.06,1,7
2614,-1.95,0,11
2615,1.05,1,6
2616,1.03,1,4
2617,-1.95,0,11
2618,1.05,1,6
2619,1.04,1,5
2620,-1.74,0,11
2621,0.64,1,7
2622,-1.74,0,11
2623,1.05,1,6
2624,-1.74,0,11
2625,1.06,1,7
2626,1.05,1,6
2627,1.05,1,6
2628,1.04,1,5
2629,1.04,1,5
2630,1.06,1,7
2631,0.86,1,8
2632,0.64,1,7
2633,1.05,1,6
2634,0.85,1,7
2635,1.04,1,5
2636,1.06,1,7
2637,1.05,1,6
2638,0.85,1,7
2639,0.85,1,7
2640,0.84,1,6
2641,1.06,1,7
2642,1.04,1,5
2643,1.05,1,6
2644,0.83,1,5
2645,0.85,1,7
2646,0.85,1,7
2647,1.04,1,5
2648,1.04,1,5
2649,1.06,1,7
2650,0.86,1,8
2651,1.06,1,7
2652,1.05,1,6
2653,-1.74,0,11
2654,1.05,1,6
2655,0.6599999999999999,1,9
2656,0.84,1,6
2657,1.05,1,6
2658,0.85,1,7
2659,1.05,1,6
2660,1.04,1,5
2661,1.04,1,5
2662,1.04,1,5
2663,1.04,1,5
2664,1.03,1,4
2665,1.02,1,3
2666,1.03,1,4
2667,1.06,1,7
2668,0.84,1,6
2669,1.06,1,7
2670,1.05,1,6
2671,0.24,1,9
2672,-1.74,0,11
2673,1.04,1,5
2674,0.85,1,7
2675,0.86,1,8
2676,0.84,1,6
2677,1.05,1,6
2678,0.86,1,8
2679,0.83,1,5
2680,1.06,1,7
2681,0.6499999999999999,1,8
2682,1.03,1,4
2683,0.8300000000000001,1,5
2684,1.04,1,5
2685,0.8600000000000001,1,8
2686,0.85,1,7
2687,0.83,1,5
2688,0.44999999999999996,1,9
2689,1.03,1,4
2690,0.85,1,7
2691,0.85,1,7
2692,1.04,1,5
2693,1.05,1,6
2694,1.06,1,7
2695,-1.74,0,11
2696,0.83,1,5
2697,0.86,1,8
2698,1.06,1,7
2699,1.06,1,7
2700,1.06,1,7
2701,-1.95,0,11
2702,0.86,1,8
2703,1.06,1,7
2704,1.06,1,7
2705,0.85,1,7
2706,1.05,1,6
2707,1.05,1,6
2708,-1.74,0,11
2709,1.05,1,6
2710,1.04,1,5
2711,0.64,1,7
2712,1.06,1,7
2713,1.05,1,6
2714,0.45999999999999996,1,10
2715,1.05,1,6
2716,1.05,1,6
2717,1.05,1,6
2718,0.85,1,7
2719,0.86,1,8
2720,0.86,1,8
2721,1.02,1,3
2722,1.06,1,7
2723,1.04,1,5
2724,1.06,1,7
2725,0.44999999999999996,1,9
2726,0.85,1,7
2727,1.05,1,6
2728,1.04,1,5
2729,1.06,1,7
2730,1.06,1,7
2731,1.06,1,7
2732,1.05,1,6
2733,1.06,1,7
2734,1.03,1,4
2735,1.06,1,7
2736,1.06,1,7
2737,1.05,1,6
2738,0.86,1,8
2739,1.04,1,5
2740,1.06,1,7
2741,0.6599999999999999,1,9
2742,1.05,1,6
2743,-1.74,0,11
2744,1.06,1,7
2745,1.06,1,7
2746,1.04,1,5
2747,1.06,1,7
2748,1.05,1,6
2749,1.04,1,5
2750,1.04,1,5
2751,1.05,1,6
2752,-1.74,0,11
2753,1.05,1,6
2754,0.44999999999999996,1,9
2755,1.05,1,6
2756,1.06,1,7
2757,0.66,1,9
2758,0.64,1,7
2759,1.05,1,6
2760,1.04,1,5
2761,1.05,1,6
2762,1.05,1,6
2763,1.04,1,5
2764,-1.95,0,11
2765,0.84,1,6
2766,1.05,1,6
2767,1.06,1,7
2768,1.06,1,7
2769,1.04,1,5
2770,1.05,1,6
2771,0.86,1,8
2772,0.64,1,7
2773,1.05,1,6
2774,1.06,1,7
2775,1.03,1,4
2776,0.86,1,8
2777,1.06,1,7
2778,1.06,1,7
2779,1.04,1,5
2780,1.02,1,3
2781,1.06,1,7
2782,-1.74,0,11
2783,1.05,1,6
2784,1.04,1,5
2785,0.65,1,8
2786,0.63,1,6
2787,0.85,1,7
2788,1.05,1,6
2789,1.05,1,6
2790,1.05,1,6
2791,0.84,1,6
2792,1.05,1,6
2793,1.04,1,5
2794,0.84,1,6
2795,1.05,1,6
2796,1.05,1,6
2797,1.03,1,4
2798,1.05,1,6
2799,1.05,1,6
2800,-1.74,0,11
2801,-1.74,0,11
2802,-1.74,0,11
2803,1.06,1,7
2804,0.85,1,7
2805,1.05,1,6
2806,1.05,1,6
2807,1.06,1,7
2808,1.05,1,6
2809,1.03,1,4
2810,0.85,1,7
2811,1.05,1,6
2812,1.06,1,7
2813,0.8600000000000001,1,8
2814,0.44999999999999996,1,9
2815,0.6499999999999999,1,8
2816,0.24,1,9
2817,0.6599999999999999,1,9
2818,1.05,1,6
2819,1.06,1,7
2820,-1.74,0,11
2821,1.06,1,7
2822,1.06,1,7
2823,1.06,1,7
2824,1.05,1,6
2825,0.45999999999999996,1,10
2826,1.03,1,4
2827,1.04,1,5
2828,-1.74,0,11
2829,-1.74,0,11
2830,1.04,1,5
2831,1.05,1,6
2832,1.06,1,7
2833,1.06,1,7
2834,0.86,1,8
2835,1.05,1,6
2836,1.05,1,6
2837,1.03,1,4
2838,0.6499999999999999,1,8
2839,1.06,1,7
2840,1.05,1,6
2841,1.04,1,5
2842,1.06,1,7
2843,1.05,1,6
2844,1.03,1,4
2845,0.86,1,8
2846,1.04,1,5
2847,1.05,1,6
2848,0.6599999999999999,1,9
2849,1.05,1,6
2850,1.03,1,4
2851,1.06,1,7
2852,1.05,1,6
2853,1.03,1,4
2854,1.06,1,7
2855,0.44999999999999996,1,9
2856,1.04,1,5
2857,-1.74,0,11
2858,1.04,1,5
2859,1.05,1,6
2860,1.05,1,6
2861,1.04,1,5
2862,0.85,1,7
2863,1.05,1,6
2864,1.05,1,6
2865,1.05,1,6
2866,-1.74,0,11
2867,1.03,1,4
2868,1.06,1,7
2869,0.6599999999999999,1,9
2870,0.86,1,8
2871,1.04,1,5
2872,1.06,1,7
2873,1.06,1,7
2874,1.05,1,6
2875,0.86,1,8
2876,-1.74,0,11
2877,0.65,1,8
2878,-1.95,0,11
2879,1.04,1,5
2880,0.85,1,7
2881,0.45999999999999996,1,10
2882,0.6499999999999999,1,8
2883,1.04,1,5
2884,1.06,1,7
2885,-1.95,0,11
2886,1.06,1,7
2887,1.05,1,6
2888,1.05,1,6
2889,1.06,1,7
2890,1.05,1,6
2891,1.04,1,5
2892,1.06,1,7
2893,1.05,1,6
2894,1.05,1,6
2895,-1.95,0,11
2896,1.06,1,7
2897,1.05,1,6
2898,1.05,1,6
2899,1.06,1,7
2900,1.03,1,4
2901,0.66,1,9
2902,1.05,1,6
2903,1.06,1,7
2904,1.04,1,5
2905,0.86,1,8
2906,-1.95,0,11
2907,1.05,1,6
2908,1.05,1,6
2909,0.25,1,10
2910,1.04,1,5
2911,1.05,1,6
2912,1.06,1,7
2913,0.25,1,10
2914,-1.95,0,11
2915,1.04,1,5
2916,1.05,1,6
2917,1.05,1,6
2918,0.66,1,9
2919,1.04,1,5
2920,1.05,1,6
2921,1.06,1,7
2922,1.06,1,7
2923,1.06,1,7
2924,0.86,1,8
2925,1.05,1,6
2926,1.06,1,7
2927,-1.95,0,11
2928,1.05,1,6
2929,1.06,1,7
2930,1.06,1,7
2931,1.06,1,7
2932,1.05,1,6
2933,0.85,1,7
2934,1.03,1,4
2935,1.05,1,6
2936,1.05,1,6
2937,1.06,1,7
2938,1.05,1,6
2939,0.86,1,8
2940,1.05,1,6
2941,1.06,1,7
2942,0.8500000000000001,1,7
2943,1.05,1,6
2944,0.86,1,8
2945,1.05,1,6
2946,0.85,1,7
2947,1.05,1,6
2948,0.43999999999999995,1,8
2949,0.45999999999999996,1,10
2950,0.64,1,7
2951,0.8600000000000001,1,8
2952,1.05,1,6
2953,1.06,1,7
2954,1.05,1,6
2955,0.66,1,9
2956,1.06,1,7
2957,1.06,1,7
2958,1.05,1,6
2959,1.05,1,6
2960,1.06,1,7
2961,1.05,1,6
2962,0.43999999999999995,1,8
2963,1.05,1,6
2964,1.05,1,6
2965,1.05,1,6
2966,0.6599999999999999,1,9
2967,1.05,1,6
2968,1.06,1,7
2969,1.04,1,5
2970,0.25,1,10
2971,1.04,1,5
2972,1.06,1,7
2973,1.05,1,6
2974,0.86,1,8
2975,-1.74,0,11
2976,0.6599999999999999,1,9
2977,1.05,1,6
2978,1.05,1,6
2979,1.04,1,5
2980,1.06,1,7
2981,0.6599999999999999,1,9
2982,1.04,1,5
2983,0.86,1,8
2984,0.86,1,8
2985,1.05,1,6
2986,1.06,1,7
2987,1.06,1,7
2988,1.05,1,6
2989,1.06,1,7
2990,1.05,1,6
2991,1.04,1,5
2992,0.86,1,8
2993,0.86,1,8
2994,1.06,1,7
2995,0.64,1,7
2996,0.45999999999999996,1,10
2997,1.06,1,7
2998,1.06,1,7
2999,1.06,1,7
3000,0.6599999999999999,1,9
