episode,reward,success,turn
1273,0.86,1,8
1274,1.06,1,7
1275,1.06,1,7
1276,0.6499999999999999,1,8
1277,1.04,1,5
1278,1.06,1,7
1279,0.25,1,10
1280,1.06,1,7
1281,1.06,1,7
1282,1.05,1,6
1283,1.06,1,7
1284,1.03,1,4
1285,1.05,1,6
1286,1.06,1,7
1287,1.06,1,7
1288,1.05,1,6
1289,1.05,1,6
1290,1.04,1,5
1291,1.06,1,7
1292,1.05,1,6
1293,-1.74,0,11
1294,1.06,1,7
1295,1.05,1,6
1296,1.04,1,5
1297,1.05,1,6
1298,1.06,1,7
1299,1.06,1,7
1300,0.83,1,5
1301,-1.95,0,11
1302,1.04,1,5
1303,1.06,1,7
1304,0.040000000000000036,1,10
1305,1.06,1,7
1306,0.84,1,6
1307,1.06,1,7
1308,1.06,1,7
1309,1.05,1,6
1310,0.85,1,7
1311,0.6599999999999999,1,9
1312,0.84,1,6
1313,0.6599999999999999,1,9
1314,1.05,1,6
1315,0.85,1,7
1316,1.06,1,7
1317,0.25,1,10
1318,-1.74,0,11
1319,-1.74,0,11
1320,1.04,1,5
1321,1.06,1,7
1322,1.04,1,5
1323,1.04,1,5
1324,1.06,1,7
1325,0.6599999999999999,1,9
1326,1.04,1,5
1327,1.06,1,7
1328,-2.16,0,11
1329,1.04,1,5
1330,1.03,1,4
1331,0.85,1,7
1332,-1.74,0,11
1333,0.64,1,7
1334,1.06,1,7
1335,0.45999999999999996,1,10
1336,1.06,1,7
1337,1.06,1,7
1338,1.05,1,6
1339,1.05,1,6
1340,1.05,1,6
1341,0.85,1,7
1342,0.6599999999999999,1,9
1343,1.05,1,6
1344,0.85,1,7
1345,0.85,1,7
1346,0.6599999999999999,1,9
1347,1.05,1,6
1348,0.44999999999999996,1,9
1349,0.84,1,6
1350,0.8400000000000001,1,6
1351,1.04,1,5
1352,0.45999999999999996,1,10
1353,0.83,1,5
1354,1.04,1,5
1355,1.05,1,6
1356,0.84,1,6
1357,0.85,1,7
1358,-1.95,0,11
1359,0.64,1,7
1360,0.84,1,6
1361,1.05,1,6
1362,0.84,1,6
1363,-1.74,0,11
1364,1.05,1,6
1365,0.6599999999999999,1,9
1366,1.03,1,4
1367,1.05,1,6
1368,1.06,1,7
1369,1.05,1,6
1370,0.86,1,8
1371,1.04,1,5
1372,1.06,1,7
1373,1.05,1,6
1374,1.05,1,6
1375,0.84,1,6
1376,0.45999999999999996,1,10
1377,1.03,1,4
1378,1.06,1,7
1379,1.05,1,6
1380,0.45999999999999996,1,10
1381,0.85,1,7
1382,0.6599999999999999,1,9
1383,1.04,1,5
1384,0.86,1,8
1385,1.05,1,6
1386,-1.74,0,11
1387,1.06,1,7
1388,0.43999999999999995,1,8
1389,0.85,1,7
1390,0.45999999999999996,1,10
1391,1.03,1,4
1392,1.05,1,6
1393,1.03,1,4
1394,1.06,1,7
1395,0.86,1,8
1396,1.05,1,6
1397,1.05,1,6
1398,1.05,1,6
1399,1.06,1,7
1400,0.45999999999999996,1,10
1401,1.05,1,6
1402,-1.74,0,11
1403,-3.0,0,11
1404,0.86,1,8
1405,1.06,1,7
1406,1.04,1,5
1407,1.05,1,6
1408,0.86,1,8
1409,1.05,1,6
1410,1.04,1,5
1411,0.84,1,6
1412,1.06,1,7
1413,0.86,1,8
1414,-1.74,0,11
1415,1.06,1,7
1416,1.05,1,6
1417,1.04,1,5
1418,0.45999999999999996,1,10
1419,0.44999999999999996,1,9
1420,1.06,1,7
1421,1.05,1,6
1422,0.86,1,8
1423,-0.17999999999999994,1,9
1424,1.05,1,6
1425,0.86,1,8
1426,1.06,1,7
1427,0.84,1,6
1428,1.06,1,7
1429,-2.16,0,11
1430,1.06,1,7
1431,1.04,1,5
1432,-2.58,0,11
1433,1.04,1,5
1434,0.44999999999999996,1,9
1435,1.05,1,6
1436,1.06,1,7
1437,-1.74,0,11
1438,0.64,1,7
1439,0.85,1,7
1440,1.06,1,7
1441,1.06,1,7
1442,0.44999999999999996,1,9
1443,-2.16,0,11
1444,0.85,1,7
1445,1.05,1,6
1446,0.86,1,8
1447,1.04,1,5
1448,0.25,1,10
1449,-0.3799999999999999,1,10
1450,1.04,1,5
1451,0.25,1,10
1452,1.05,1,6
1453,1.06,1,7
1454,0.65,1,8
1455,0.44999999999999996,1,9
1456,1.03,1,4
1457,0.83,1,5
1458,1.03,1,4
1459,1.05,1,6
1460,1.05,1,6
1461,0.65,1,8
1462,1.06,1,7
1463,1.04,1,5
1464,1.04,1,5
1465,0.45999999999999996,1,10
1466,1.05,1,6
1467,0.85,1,7
1468,0.86,1,8
1469,0.66,1,9
1470,-2.16,0,11
1471,1.04,1,5
1472,1.04,1,5
1473,0.8500000000000001,1,7
1474,1.06,1,7
1475,-2.58,0,11
1476,1.05,1,6
1477,0.86,1,8
1478,0.86,1,8
1479,1.06,1,7
1480,0.86,1,8
1481,0.66,1,9
1482,1.06,1,7
1483,1.04,1,5
1484,0.86,1,8
1485,1.06,1,7
1486,1.04,1,5
1487,0.84,1,6
1488,0.43999999999999995,1,8
1489,0.44999999999999996,1,9
1490,0.65,1,8
1491,1.05,1,6
1492,0.86,1,8
1493,1.04,1,5
1494,1.03,1,4
1495,1.05,1,6
1496,1.04,1,5
1497,0.83,1,5
1498,0.86,1,8
1499,0.83,1,5
1500,0.86,1,8
1501,0.6499999999999999,1,8
1502,1.03,1,4
1503,1.03,1,4
1504,0.86,1,8
1505,0.6599999999999999,1,9
1506,0.84,1,6
1507,1.05,1,6
1508,0.85,1,7
1509,1.02,1,3
1510,-1.95,0,11
1511,1.04,1,5
1512,0.45999999999999996,1,10
1513,1.06,1,7
1514,-1.74,0,11
1515,1.05,1,6
1516,0.86,1,8
1517,1.03,1,4
1518,0.44999999999999996,1,9
1519,1.05,1,6
1520,1.03,1,4
1521,1.05,1,6
1522,0.86,1,8
1523,1.06,1,7
1524,0.86,1,8
1525,-1.74,0,11
1526,0.66,1,9
1527,1.05,1,6
1528,1.05,1,6
1529,1.04,1,5
1530,0.65,1,8
1531,1.06,1,7
1532,0.84,1,6
1533,-1.74,0,11
1534,1.04,1,5
1535,1.04,1,5
1536,1.05,1,6
1537,1.04,1,5
1538,1.03,1,4
1539,0.8600000000000001,1,8
1540,0.83,1,5
1541,1.06,1,7
1542,0.45999999999999996,1,10
1543,1.05,1,6
1544,1.04,1,5
1545,0.64,1,7
1546,1.05,1,6
1547,1.06,1,7
1548,1.05,1,6
1549,1.04,1,5
1550,1.03,1,4
1551,1.05,1,6
1552,1.05,1,6
1553,0.8400000000000001,1,6
1554,1.03,1,4
1555,1.03,1,4
1556,1.06,1,7
1557,1.05,1,6
1558,1.05,1,6
1559,1.05,1,6
1560,-1.95,0,11
1561,1.05,1,6
1562,1.04,1,5
1563,1.05,1,6
1564,1.05,1,6
1565,0.84,1,6
1566,1.04,1,5
1567,1.05,1,6
1568,1.05,1,6
1569,0.85,1,7
1570,0.25,1,10
1571,-1.74,0,11
1572,1.04,1,5
1573,0.84,1,6
1574,0.86,1,8
1575,1.05,1,6
1576,1.06,1,7
1577,0.6499999999999999,1,8
1578,0.86,1,8
1579,1.06,1,7
1580,0.24,1,9
1581,1.04,1,5
1582,0.65,1,8
1583,-1.95,0,11
1584,1.03,1,4
1585,0.86,1,8
1586,1.05,1,6
1587,0.85,1,7
1588,1.06,1,7
1589,0.25,1,10
1590,1.04,1,5
1591,1.05,1,6
1592,1.04,1,5
1593,1.03,1,4
1594,0.86,1,8
1595,1.05,1,6
1596,1.04,1,5
1597,0.85,1,7
1598,0.24,1,9
1599,0.65,1,8
1600,1.04,1,5
1601,0.83,1,5
1602,1.05,1,6
1603,1.04,1,5
1604,0.86,1,8
1605,1.05,1,6
1606,0.43999999999999995,1,8
1607,1.05,1,6
1608,1.02,1,3
1609,-1.74,0,11
1610,-1.95,0,11
1611,0.66,1,9
1612,1.06,1,7
1613,1.03,1,4
1614,0.86,1,8
1615,1.04,1,5
1616,1.04,1,5
1617,0.83,1,5
1618,0.44999999999999996,1,9
1619,1.06,1,7
1620,1.06,1,7
1621,0.86,1,8
1622,1.06,1,7
1623,1.06,1,7
1624,1.06,1,7
1625,1.03,1,4
1626,0.86,1,8
1627,1.06,1,7
1628,1.05,1,6
1629,1.06,1,7
1630,1.05,1,6
1631,1.06,1,7
1632,1.06,1,7
1633,1.06,1,7
1634,1.06,1,7
1635,1.06,1,7
1636,1.06,1,7
1637,1.06,1,7
1638,1.06,1,7
1639,0.86,1,8
1640,0.8600000000000001,1,8
1641,1.06,1,7
1642,1.06,1,7
1643,0.83,1,5
1644,1.05,1,6
1645,0.8600000000000001,1,8
1646,1.06,1,7
1647,1.05,1,6
1648,1.05,1,6
1649,1.03,1,4
1650,-1.74,0,11
1651,1.03,1,4
1652,0.84,1,6
1653,0.6499999999999999,1,8
1654,1.05,1,6
1655,0.6599999999999999,1,9
1656,1.05,1,6
1657,0.6599999999999999,1,9
1658,1.05,1,6
1659,0.86,1,8
1660,1.06,1,7
1661,1.05,1,6
1662,-1.74,0,11
1663,0.84,1,6
1664,1.06,1,7
1665,1.04,1,5
1666,1.03,1,4
1667,1.05,1,6
1668,1.04,1,5
1669,-1.95,0,11
1670,1.06,1,7
1671,1.06,1,7
1672,1.05,1,6
1673,0.84,1,6
1674,1.05,1,6
1675,0.86,1,8
1676,1.05,1,6
1677,-1.74,0,11
1678,0.6599999999999999,1,9
1679,1.05,1,6
1680,1.05,1,6
1681,0.86,1,8
1682,1.06,1,7
1683,0.66,1,9
1684,0.85,1,7
1685,1.04,1,5
1686,1.05,1,6
1687,1.06,1,7
1688,1.04,1,5
1689,-1.74,0,11
1690,1.06,1,7
1691,1.06,1,7
1692,0.86,1,8
1693,0.86,1,8
1694,1.05,1,6
1695,1.06,1,7
1696,1.06,1,7
1697,1.06,1,7
1698,-1.74,0,11
1699,0.83,1,5
1700,0.6599999999999999,1,9
1701,1.05,1,6
1702,-1.74,0,11
1703,1.05,1,6
1704,1.06,1,7
1705,1.05,1,6
1706,0.85,1,7
1707,1.03,1,4
1708,1.05,1,6
1709,1.06,1,7
1710,1.05,1,6
1711,1.05,1,6
1712,1.05,1,6
1713,1.03,1,4
1714,-1.74,0,11
1715,0.86,1,8
1716,1.04,1,5
1717,0.85,1,7
1718,1.04,1,5
1719,0.43999999999999995,1,8
1720,1.05,1,6
1721,-1.95,0,11
1722,0.8400000000000001,1,6
1723,1.05,1,6
1724,1.04,1,5
1725,1.05,1,6
1726,1.05,1,6
1727,1.05,1,6
1728,1.05,1,6
1729,1.05,1,6
1730,-1.95,0,11
1731,1.03,1,4
1732,1.05,1,6
1733,1.04,1,5
1734,1.05,1,6
1735,0.6599999999999999,1,9
1736,1.06,1,7
1737,0.85,1,7
1738,-1.74,0,11
1739,1.05,1,6
1740,1.04,1,5
1741,0.86,1,8
1742,0.85,1,7
1743,1.04,1,5
1744,-1.74,0,11
1745,0.63,1,6
1746,0.85,1,7
1747,0.84,1,6
1748,1.05,1,6
1749,1.06,1,7
1750,1.03,1,4
1751,1.05,1,6
1752,1.06,1,7
1753,1.03,1,4
1754,1.03,1,4
1755,0.6599999999999999,1,9
1756,0.86,1,8
1757,1.06,1,7
1758,0.86,1,8
1759,1.04,1,5
1760,1.04,1,5
1761,0.6599999999999999,1,9
1762,0.84,1,6
1763,1.05,1,6
1764,1.05,1,6
1765,0.45999999999999996,1,10
1766,1.03,1,4
1767,1.05,1,6
1768,0.86,1,8
1769,1.05,1,6
1770,1.06,1,7
1771,1.05,1,6
1772,1.06,1,7
1773,1.05,1,6
1774,1.06,1,7
1775,1.05,1,6
1776,0.86,1,8
1777,1.06,1,7
1778,1.04,1,5
1779,1.05,1,6
1780,1.05,1,6
1781,1.06,1,7
1782,-1.74,0,11
1783,1.05,1,6
1784,1.06,1,7
1785,1.06,1,7
1786,-1.74,0,11
1787,1.06,1,7
1788,1.04,1,5
1789,1.05,1,6
1790,1.05,1,6
1791,1.05,1,6
1792,0.6599999999999999,1,9
1793,1.06,1,7
1794,0.85,1,7
1795,0.86,1,8
1796,1.04,1,5
1797,1.05,1,6
1798,1.05,1,6
1799,1.04,1,5
1800,0.86,1,8
1801,0.85,1,7
1802,1.04,1,5
1803,1.06,1,7
1804,0.43999999999999995,1,8
1805,1.05,1,6
1806,1.05,1,6
1807,-1.74,0,11
1808,1.06,1,7
1809,0.86,1,8
1810,1.05,1,6
1811,0.64,1,7
1812,1.05,1,6
1813,1.04,1,5
1814,1.05,1,6
1815,0.65,1,8
1816,1.05,1,6
1817,1.04,1,5
1818,1.05,1,6
1819,1.04,1,5
1820,0.86,1,8
1821,0.85,1,7
1822,0.85,1,7
1823,-2.16,0,11
1824,0.8400000000000001,1,6
1825,1.06,1,7
1826,0.85,1,7
1827,1.04,1,5
1828,0.65,1,8
1829,0.86,1,8
1830,1.04,1,5
1831,1.06,1,7
1832,0.44999999999999996,1,9
1833,0.64,1,7
1834,0.6599999999999999,1,9
1835,1.06,1,7
1836,-1.74,0,11
1837,1.05,1,6
1838,-1.95,0,11
1839,1.06,1,7
1840,1.03,1,4
1841,0.85,1,7
1842,1.06,1,7
1843,1.05,1,6
1844,1.05,1,6
1845,1.05,1,6
1846,0.65,1,8
1847,0.65,1,8
1848,0.44999999999999996,1,9
1849,1.06,1,7
1850,0.44999999999999996,1,9
1851,1.05,1,6
1852,1.03,1,4
1853,1.06,1,7
1854,1.06,1,7
1855,0.86,1,8
1856,1.05,1,6
1857,1.06,1,7
1858,1.06,1,7
1859,1.04,1,5
1860,1.06,1,7
1861,1.05,1,6
1862,1.05,1,6
1863,1.06,1,7
1864,1.04,1,5
1865,1.06,1,7
1866,0.84,1,6
1867,1.06,1,7
1868,1.06,1,7
1869,1.05,1,6
1870,-1.74,0,11
1871,1.05,1,6
1872,1.05,1,6
1873,1.06,1,7
1874,1.06,1,7
1875,0.86,1,8
1876,1.05,1,6
1877,1.06,1,7
1878,0.85,1,7
1879,1.06,1,7
1880,0.64,1,7
1881,1.04,1,5
1882,-1.74,0,11
1883,1.04,1,5
1884,1.05,1,6
1885,1.06,1,7
1886,0.63,1,6
1887,-1.74,0,11
1888,1.05,1,6
1889,0.86,1,8
1890,1.06,1,7
1891,1.05,1,6
1892,0.6499999999999999,1,8
1893,1.05,1,6
1894,0.86,1,8
1895,0.86,1,8
1896,1.04,1,5
1897,0.45999999999999996,1,10
1898,1.06,1,7
1899,1.06,1,7
1900,1.05,1,6
1901,0.6499999999999999,1,8
1902,1.06,1,7
1903,-1.74,0,11
1904,1.04,1,5
1905,0.6499999999999999,1,8
1906,0.85,1,7
1907,0.86,1,8
1908,-0.16999999999999993,1,10
1909,1.05,1,6
1910,1.05,1,6
1911,1.05,1,6
1912,1.05,1,6
1913,0.6599999999999999,1,9
1914,1.05,1,6
1915,1.05,1,6
1916,1.05,1,6
1917,1.05,1,6
1918,1.05,1,6
1919,1.04,1,5
1920,1.04,1,5
1921,-1.74,0,11
1922,0.6599999999999999,1,9
1923,1.05,1,6
1924,1.06,1,7
1925,1.05,1,6
1926,1.05,1,6
1927,-2.16,0,11
1928,1.05,1,6
1929,1.04,1,5
1930,1.04,1,5
1931,1.06,1,7
1932,0.85,1,7
1933,1.06,1,7
1934,1.06,1,7
1935,1.05,1,6
1936,1.04,1,5
1937,0.6599999999999999,1,9
1938,1.05,1,6
1939,-1.95,0,11
1940,0.86,1,8
1941,1.05,1,6
1942,1.04,1,5
1943,0.86,1,8
1944,1.05,1,6
1945,0.86,1,8
1946,0.85,1,7
1947,1.05,1,6
1948,1.06,1,7
1949,1.06,1,7
1950,1.05,1,6
1951,1.06,1,7
1952,1.06,1,7
1953,0.64,1,7
1954,-1.95,0,11
1955,0.25,1,10
1956,0.6499999999999999,1,8
1957,0.86,1,8
1958,1.06,1,7
1959,0.64,1,7
1960,1.06,1,7
1961,0.65,1,8
1962,1.05,1,6
1963,-2.16,0,11
1964,1.05,1,6
1965,-1.74,0,11
1966,1.05,1,6
1967,0.85,1,7
1968,1.06,1,7
1969,0.85,1,7
1970,0.65,1,8
1971,1.06,1,7
1972,1.03,1,4
1973,0.85,1,7
1974,1.05,1,6
1975,1.05,1,6
1976,1.04,1,5
1977,1.04,1,5
1978,1.04,1,5
1979,0.45999999999999996,1,10
1980,0.86,1,8
1981,0.83,1,5
1982,0.45999999999999996,1,10
1983,1.05,1,6
1984,1.04,1,5
1985,0.85,1,7
1986,1.05,1,6
1987,0.85,1,7
1988,0.6599999999999999,1,9
1989,0.85,1,7
1990,0.25,1,10
1991,0.44999999999999996,1,9
1992,-1.95,0,11
1993,1.05,1,6
1994,1.05,1,6
1995,0.85,1,7
1996,1.05,1,6
1997,1.03,1,4
1998,0.86,1,8
1999,0.6599999999999999,1,9
2000,1.03,1,4
2001,1.06,1,7
2002,1.06,1,7
2003,1.04,1,5
2004,-1.74,0,11
2005,0.86,1,8
2006,1.05,1,6
2007,1.04,1,5
2008,1.05,1,6
2009,1.06,1,7
2010,1.05,1,6
2011,1.04,1,5
2012,0.86,1,8
2013,1.06,1,7
2014,1.04,1,5
2015,0.45999999999999996,1,10
2016,1.06,1,7
2017,1.06,1,7
2018,1.05,1,6
2019,0.86,1,8
2020,1.05,1,6
2021,1.04,1,5
2022,0.6499999999999999,1,8
2023,1.06,1,7
2024,-1.74,0,11
2025,1.06,1,7
2026,1.06,1,7
2027,1.05,1,6
2028,1.06,1,7
2029,0.45999999999999996,1,10
2030,1.06,1,7
2031,1.04,1,5
2032,0.25,1,10
2033,1.05,1,6
2034,1.06,1,7
2035,0.86,1,8
2036,1.06,1,7
2037,0.25,1,10
2038,1.05,1,6
2039,1.04,1,5
2040,1.06,1,7
2041,1.06,1,7
2042,1.06,1,7
2043,1.06,1,7
2044,1.05,1,6
2045,0.85,1,7
2046,1.06,1,7
2047,1.06,1,7
2048,1.03,1,4
2049,0.8400000000000001,1,6
2050,1.05,1,6
2051,1.05,1,6
2052,-1.74,0,11
2053,1.05,1,6
2054,1.05,1,6
2055,1.06,1,7
2056,1.05,1,6
2057,1.03,1,4
2058,1.04,1,5
2059,1.06,1,7
2060,1.05,1,6
2061,0.84,1,6
2062,0.6599999999999999,1,9
2063,1.05,1,6
2064,1.06,1,7
2065,0.86,1,8
2066,1.06,1,7
2067,1.05,1,6
2068,0.85,1,7
2069,1.02,1,3
2070,1.05,1,6
2071,0.86,1,8
2072,1.05,1,6
2073,1.04,1,5
2074,0.84,1,6
2075,0.86,1,8
2076,0.8500000000000001,1,7
2077,0.86,1,8
2078,1.05,1,6
2079,1.05,1,6
2080,1.05,1,6
2081,-2.16,0,11
2082,1.06,1,7
2083,0.83,1,5
2084,1.05,1,6
2085,0.8400000000000001,1,6
2086,-1.74,0,11
2087,1.04,1,5
2088,0.86,1,8
2089,1.05,1,6
2090,1.03,1,4
2091,0.6499999999999999,1,8
2092,1.05,1,6
2093,1.04,1,5
2094,1.03,1,4
2095,0.44999999999999996,1,9
2096,0.85,1,7
2097,1.05,1,6
2098,1.05,1,6
2099,0.6599999999999999,1,9
2100,0.85,1,7
2101,1.04,1,5
2102,1.05,1,6
2103,1.05,1,6
2104,0.86,1,8
2105,1.03,1,4
2106,0.86,1,8
2107,1.03,1,4
2108,-1.95,0,11
2109,0.25,1,10
2110,0.86,1,8
2111,1.06,1,7
2112,1.04,1,5
2113,1.05,1,6
2114,0.25,1,10
2115,1.06,1,7
2116,0.86,1,8
2117,1.05,1,6
2118,1.05,1,6
2119,0.6599999999999999,1,9
2120,1.05,1,6
2121,1.05,1,6
2122,1.06,1,7
2123,1.06,1,7
2124,1.06,1,7
2125,1.06,1,7
2126,0.84,1,6
2127,1.06,1,7
2128,1.05,1,6
2129,0.8500000000000001,1,7
2130,1.06,1,7
2131,1.05,1,6
2132,0.6599999999999999,1,9
2133,1.05,1,6
2134,0.85,1,7
2135,1.06,1,7
2136,1.05,1,6
2137,1.05,1,6
2138,1.06,1,7
2139,1.06,1,7
2140,-1.74,0,11
2141,1.05,1,6
2142,1.06,1,7
2143,1.04,1,5
2144,1.05,1,6
2145,1.04,1,5
2146,1.06,1,7
2147,-1.74,0,11
2148,0.84,1,6
2149,-1.74,0,11
2150,0.44999999999999996,1,9
2151,1.05,1,6
2152,1.04,1,5
2153,-1.74,0,11
2154,0.6599999999999999,1,9
2155,0.86,1,8
2156,-1.74,0,11
2157,1.04,1,5
2158,1.05,1,6
2159,1.04,1,5
2160,1.05,1,6
2161,-1.74,0,11
2162,-1.74,0,11
2163,1.05,1,6
2164,0.66,1,9
2165,1.05,1,6
2166,1.06,1,7
2167,1.05,1,6
2168,0.85,1,7
2169,0.85,1,7
2170,1.04,1,5
2171,0.6599999999999999,1,9
2172,0.45999999999999996,1,10
2173,0.86,1,8
2174,1.05,1,6
2175,0.44999999999999996,1,9
2176,1.06,1,7
2177,0.85,1,7
2178,-1.95,0,11
2179,-1.74,0,11
2180,0.86,1,8
2181,1.04,1,5
2182,-1.74,0,11
2183,1.05,1,6
2184,0.86,1,8
2185,0.85,1,7
2186,1.05,1,6
2187,0.65,1,8
2188,-1.74,0,11
2189,0.86,1,8
2190,1.04,1,5
2191,1.04,1,5
2192,1.05,1,6
2193,1.03,1,4
2194,1.05,1,6
2195,1.04,1,5
2196,1.05,1,6
2197,1.05,1,6
2198,1.03,1,4
2199,-1.74,0,11
2200,1.05,1,6
2201,1.05,1,6
2202,1.05,1,6
2203,-2.16,0,11
2204,1.04,1,5
2205,0.85,1,7
2206,1.05,1,6
2207,1.05,1,6
2208,1.06,1,7
2209,0.8400000000000001,1,6
2210,0.85,1,7
2211,1.04,1,5
2212,1.05,1,6
2213,1.05,1,6
2214,1.06,1,7
2215,-1.74,0,11
2216,-1.74,0,11
2217,0.66,1,9
2218,1.05,1,6
2219,1.05,1,6
2220,0.85,1,7
2221,1.05,1,6
2222,1.06,1,7
2223,-1.74,0,11
2224,1.04,1,5
2225,1.04,1,5
2226,0.86,1,8
2227,1.05,1,6
2228,0.86,1,8
2229,1.03,1,4
2230,0.86,1,8
2231,0.85,1,7
2232,1.05,1,6
2233,1.05,1,6
2234,1.05,1,6
2235,1.05,1,6
2236,1.03,1,4
2237,1.05,1,6
2238,1.03,1,4
2239,0.85,1,7
2240,1.05,1,6
2241,1.06,1,7
2242,1.05,1,6
2243,0.85,1,7
2244,1.04,1,5
2245,0.44999999999999996,1,9
2246,1.05,1,6
2247,-1.74,0,11
2248,1.06,1,7
2249,0.85,1,7
2250,0.86,1,8
2251,0.66,1,9
2252,1.06,1,7
2253,1.04,1,5
2254,0.86,1,8
2255,1.06,1,7
2256,1.06,1,7
2257,0.85,1,7
2258,0.85,1,7
2259,0.85,1,7
2260,1.06,1,7
2261,1.04,1,5
2262,1.05,1,6
2263,-1.74,0,11
2264,1.05,1,6
2265,1.06,1,7
2266,0.86,1,8
2267,1.05,1,6
2268,1.06,1,7
2269,1.06,1,7
2270,0.6599999999999999,1,9
2271,1.06,1,7
2272,1.05,1,6
2273,1.06,1,7
2274,1.04,1,5
2275,0.66,1,9
2276,1.06,1,7
2277,1.06,1,7
2278,1.06,1,7
2279,-1.74,0,11
2280,0.6599999999999999,1,9
2281,1.05,1,6
2282,1.06,1,7
2283,0.86,1,8
2284,-1.74,0,11
2285,1.06,1,7
2286,1.05,1,6
2287,1.05,1,6
2288,1.05,1,6
2289,1.05,1,6
2290,0.86,1,8
2291,1.04,1,5
2292,1.06,1,7
2293,0.84,1,6
2294,-1.74,0,11
2295,0.86,1,8
2296,-1.74,0,11
2297,1.06,1,7
2298,0.86,1,8
2299,1.06,1,7
2300,1.05,1,6
2301,0.6599999999999999,1,9
2302,0.86,1,8
2303,0.6499999999999999,1,8
2304,1.05,1,6
2305,1.06,1,7
2306,1.04,1,5
2307,0.64,1,7
2308,0.65,1,8
2309,1.06,1,7
2310,0.25,1,10
2311,1.05,1,6
2312,1.05,1,6
2313,1.05,1,6
2314,0.6599999999999999,1,9
2315,1.05,1,6
2316,1.04,1,5
2317,1.05,1,6
2318,-1.74,0,11
2319,-1.74,0,11
2320,0.85,1,7
2321,1.05,1,6
2322,0.44999999999999996,1,9
2323,1.05,1,6
2324,-1.74,0,11
2325,1.05,1,6
2326,1.05,1,6
2327,1.03,1,4
2328,0.86,1,8
2329,-1.74,0,11
2330,1.06,1,7
2331,0.86,1,8
2332,0.85,1,7
2333,-1.74,0,11
2334,1.05,1,6
2335,1.05,1,6
2336,1.04,1,5
2337,-1.74,0,11
2338,1.04,1,5
2339,1.04,1,5
2340,1.05,1,6
2341,0.85,1,7
2342,1.06,1,7
2343,1.05,1,6
2344,1.04,1,5
2345,0.6499999999999999,1,8
2346,1.04,1,5
2347,1.05,1,6
2348,1.04,1,5
2349,1.06,1,7
2350,0.6499999999999999,1,8
2351,1.06,1,7
2352,0.85,1,7
2353,1.06,1,7
2354,1.05,1,6
2355,1.06,1,7
2356,1.05,1,6
2357,1.06,1,7
2358,1.05,1,6
2359,1.05,1,6
2360,0.86,1,8
2361,0.86,1,8
2362,0.86,1,8
2363,-1.74,0,11
2364,1.05,1,6
2365,0.86,1,8
2366,1.06,1,7
2367,1.04,1,5
2368,1.06,1,7
2369,1.05,1,6
2370,-1.74,0,11
2371,1.05,1,6
2372,1.05,1,6
2373,1.06,1,7
2374,0.6599999999999999,1,9
2375,1.04,1,5
2376,1.06,1,7
2377,0.84,1,6
2378,0.85,1,7
2379,0.86,1,8
2380,-1.74,0,11
2381,0.86,1,8
2382,1.05,1,6
2383,1.05,1,6
2384,0.45999999999999996,1,10
2385,1.05,1,6
2386,0.86,1,8
2387,0.86,1,8
2388,1.04,1,5
2389,0.86,1,8
2390,-1.74,0,11
2391,1.05,1,6
2392,0.6599999999999999,1,9
2393,1.05,1,6
2394,1.05,1,6
2395,0.86,1,8
2396,0.86,1,8
2397,1.06,1,7
2398,1.05,1,6
2399,0.6599999999999999,1,9
2400,0.86,1,8
2401,1.04,1,5
2402,0.86,1,8
2403,1.06,1,7
2404,0.85,1,7
2405,1.05,1,6
2406,0.86,1,8
2407,1.05,1,6
2408,1.05,1,6
2409,-1.74,0,11
2410,0.24,1,9
2411,1.06,1,7
2412,1.06,1,7
2413,1.04,1,5
2414,1.06,1,7
2415,1.05,1,6
2416,1.04,1,5
2417,0.84,1,6
2418,1.04,1,5
2419,0.86,1,8
2420,1.05,1,6
2421,1.06,1,7
2422,1.04,1,5
2423,0.83,1,5
2424,1.06,1,7
2425,0.84,1,6
2426,1.06,1,7
2427,0.86,1,8
2428,1.06,1,7
2429,1.06,1,7
2430,1.06,1,7
2431,0.86,1,8
2432,0.86,1,8
2433,1.05,1,6
2434,1.04,1,5
2435,1.06,1,7
2436,1.06,1,7
2437,1.06,1,7
2438,1.05,1,6
2439,1.05,1,6
2440,1.06,1,7
2441,0.86,1,8
2442,1.05,1,6
2443,1.05,1,6
2444,1.05,1,6
2445,1.06,1,7
2446,0.86,1,8
2447,1.06,1,7
2448,1.06,1,7
2449,0.84,1,6
2450,-1.95,0,11
2451,1.06,1,7
2452,0.85,1,7
2453,-1.74,0,11
2454,0.66,1,9
2455,1.06,1,7
2456,0.25,1,10
2457,1.06,1,7
2458,0.8600000000000001,1,8
2459,1.05,1,6
2460,1.06,1,7
2461,1.06,1,7
2462,1.06,1,7
2463,0.86,1,8
2464,0.84,1,6
2465,-1.95,0,11
2466,0.86,1,8
2467,-1.74,0,11
2468,1.06,1,7
2469,1.06,1,7
2470,1.06,1,7
2471,1.05,1,6
2472,1.06,1,7
2473,1.06,1,7
2474,0.86,1,8
2475,1.05,1,6
2476,1.06,1,7
2477,1.05,1,6
2478,1.06,1,7
2479,1.06,1,7
2480,0.6499999999999999,1,8
2481,1.06,1,7
2482,1.05,1,6
2483,1.06,1,7
2484,-1.74,0,11
2485,1.06,1,7
